,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1351,0,10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.37405519,1.0,18.0,32.625687041
3112,0,16900,47129.0,62342.0,DebtCon,Other,15.0,0.0,0.0,290.14892122,0.0,21.0,30.318596795
5463,0,32800,35458.0,78116.0,DebtCon,Other,9.0,,,126.51770522,,23.0,33.688056559
3986,0,20900,71972.0,101745.0,DebtCon,Mgr,6.0,0.0,0.0,67.324562017,6.0,23.0,38.513256182
5407,1,31500,22100.0,35000.0,DebtCon,Other,1.9,2.0,0.0,85.233333333,2.0,14.0,
752,0,8300,45842.0,50006.0,DebtCon,Other,16.0,0.0,0.0,90.653070126,0.0,12.0,31.360821946
5225,0,28300,105000.0,147000.0,DebtCon,ProfExe,11.0,0.0,0.0,162.36666667,1.0,17.0,
4162,0,21700,69000.0,98000.0,DebtCon,Mgr,2.0,,,232.06666667,5.0,24.0,
817,0,8600,,47791.0,,,,,,,,,14.392536075
2105,0,13300,96201.0,124892.0,HomeImp,Mgr,3.0,0.0,3.0,178.03446327,0.0,26.0,40.102751827
3750,1,19900,93619.0,130000.0,DebtCon,Office,9.0,2.0,5.0,210.96666667,2.0,18.0,
3341,0,17800,38770.0,64357.0,DebtCon,Other,17.0,0.0,0.0,282.9357846,0.0,21.0,27.97949547
962,0,9200,69657.0,89082.0,DebtCon,,3.0,0.0,0.0,217.32115468,0.0,16.0,28.749890366
434,0,6700,48430.0,64358.0,HomeImp,Other,0.0,1.0,,108.35174747,,13.0,38.894194746
3650,0,19200,73339.0,95426.0,DebtCon,Office,1.0,0.0,0.0,169.97974973,4.0,19.0,33.299295759
3574,0,18800,166737.0,199303.0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787
4296,0,22400,93140.0,120977.0,DebtCon,Other,23.0,0.0,0.0,232.85548365,0.0,27.0,39.744314309
2264,1,13800,97778.0,116814.0,DebtCon,Other,15.0,1.0,3.0,120.78139621,1.0,22.0,23.20471329
3272,0,17400,64163.0,84948.0,HomeImp,ProfExe,12.0,0.0,2.0,172.71116574,0.0,13.0,27.979694402
833,1,8600,44992.0,66403.0,DebtCon,Other,8.0,0.0,0.0,172.55155504,1.0,27.0,43.875610821
2277,0,13900,155486.0,178789.0,DebtCon,ProfExe,7.0,,1.0,192.48231602,4.0,26.0,41.176711827
890,0,8900,58503.0,74706.0,HomeImp,Other,6.0,0.0,0.0,243.93599625,1.0,16.0,36.793237169
285,0,5700,,69172.0,HomeImp,Office,1.0,0.0,0.0,48.853667057,0.0,3.0,38.773685963
333,0,6100,,47400.0,,,,,,,,,
3622,0,19000,43074.0,75700.0,,,,,,,,,
21,1,2400,50000.0,73395.0,HomeImp,ProfExe,5.0,1.0,0.0,,1.0,0.0,
4286,0,22400,103000.0,132500.0,DebtCon,Mgr,10.0,2.0,0.0,187.73333333,5.0,18.0,
662,0,8000,45000.0,56100.0,HomeImp,Other,9.9,0.0,0.0,92.3,3.0,34.0,
1214,0,10100,32608.0,47377.0,HomeImp,Other,9.0,0.0,0.0,67.38706567,0.0,3.0,35.690193036
1550,0,11300,77846.0,101984.0,HomeImp,ProfExe,5.0,0.0,0.0,112.38484554,1.0,27.0,28.298733642
4241,0,22100,84114.0,97775.0,HomeImp,,8.0,,,,,,
3041,0,16500,94920.0,118156.0,DebtCon,Other,9.0,0.0,0.0,295.28552348,2.0,18.0,32.171631931
3296,0,17500,23288.0,94904.0,DebtCon,ProfExe,8.0,0.0,0.0,145.12073677,0.0,20.0,29.675382217
900,0,8900,77261.0,96434.0,DebtCon,ProfExe,3.0,0.0,0.0,144.03700388,0.0,26.0,33.908465844
2547,1,15000,5500.0,29025.0,DebtCon,Other,25.0,0.0,5.0,275.5,1.0,19.0,
5703,1,41600,,44157.0,DebtCon,Other,,0.0,2.0,202.15154595,0.0,15.0,34.908631723
2770,0,15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0,90.327628204,1.0,12.0,29.674749569
3323,0,17700,64964.0,88856.0,DebtCon,Office,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318
309,1,6000,,,HomeImp,Office,13.0,,2.0,122.76666667,,23.0,
2579,0,15000,116000.0,202800.0,DebtCon,Other,3.5,0.0,0.0,202.96666667,0.0,17.0,
107,0,4200,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.87130224,0.0,19.0,20.20803267
3014,1,16500,94403.0,,DebtCon,Office,9.0,0.0,1.0,217.78684139,0.0,19.0,
5675,0,40500,66895.0,113770.0,DebtCon,Mgr,14.0,0.0,0.0,188.14041683,0.0,22.0,38.085328131
2295,0,13900,48110.0,63601.0,DebtCon,ProfExe,5.0,0.0,0.0,153.73539865,1.0,12.0,29.964687389
4568,0,23900,70694.0,95718.0,HomeImp,Office,11.0,0.0,0.0,138.16735959,0.0,13.0,38.561206281
3589,0,18900,34583.0,59247.0,DebtCon,Other,15.0,0.0,0.0,89.340627109,0.0,17.0,39.990188361
3008,0,16500,44330.0,72618.0,DebtCon,Other,6.0,0.0,0.0,101.49536566,2.0,15.0,41.457025199
4004,0,20900,,73849.0,HomeImp,Office,7.0,0.0,0.0,124.95599784,1.0,5.0,18.481293525
948,0,9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.111504281,0.0,23.0,28.167074697
5633,1,38900,120006.0,160771.0,HomeImp,ProfExe,13.0,0.0,0.0,137.6353734,0.0,40.0,46.701585238
3793,0,20000,56683.0,90600.0,DebtCon,Office,2.0,0.0,0.0,155.2,1.0,22.0,
5058,0,26900,72848.0,101736.0,DebtCon,Office,10.0,0.0,0.0,131.4096343,0.0,21.0,36.369027462
2609,1,15000,77544.0,102000.0,DebtCon,Sales,4.0,0.0,0.0,11.7,2.0,35.0,
4488,0,23400,45766.0,66192.0,DebtCon,Other,26.0,0.0,0.0,284.78157228,2.0,32.0,35.936794804
3880,1,20300,63803.0,89079.0,DebtCon,ProfExe,21.0,0.0,4.0,323.80857327,4.0,28.0,45.875916904
1415,1,10800,24182.0,39750.0,DebtCon,ProfExe,2.0,0.0,0.0,176.83333333,0.0,36.0,
3828,0,20000,,26507.0,DebtCon,ProfExe,7.0,0.0,0.0,92.426673817,1.0,19.0,20.683740382
43,1,3000,20000.0,29750.0,DebtCon,Other,2.0,0.0,0.0,187.06666667,0.0,12.0,
4978,0,26300,189302.0,249773.0,DebtCon,Other,7.0,0.0,0.0,106.60930741,1.0,26.0,42.769386705
426,1,6700,60301.0,70543.0,HomeImp,ProfExe,5.0,0.0,0.0,195.78086332,0.0,19.0,32.397593406
527,1,7200,15637.0,39660.0,HomeImp,Self,6.0,0.0,1.0,354.23976343,3.0,42.0,33.624133446
3557,0,18700,110292.0,132953.0,DebtCon,ProfExe,7.0,0.0,0.0,105.4248876,0.0,14.0,30.552752321
5425,0,31900,34498.0,82962.0,DebtCon,Other,,,,285.2974893,0.0,16.0,41.155241247
1933,0,12700,30061.0,58714.0,,Other,29.0,0.0,0.0,230.8801537,0.0,19.0,20.637917598
245,1,5500,,43132.0,HomeImp,Other,,,,,,,
2278,0,13900,80960.0,100730.0,DebtCon,Other,0.0,0.0,0.0,153.08755553,0.0,22.0,40.195306935
5911,0,65200,71061.0,141666.0,HomeImp,Office,10.0,0.0,1.0,134.68090672,0.0,11.0,43.56886383
2345,0,14200,34558.0,40754.0,HomeImp,Other,8.0,0.0,0.0,76.431213214,2.0,11.0,31.041183878
3771,1,20000,73400.0,94000.0,DebtCon,Mgr,9.0,0.0,0.0,270.0,2.0,14.0,
2531,1,15000,45000.0,68250.0,DebtCon,Other,7.0,0.0,1.0,55.966666667,0.0,4.0,
126,0,4700,71855.0,88566.0,HomeImp,Other,2.0,2.0,0.0,283.95953809,0.0,5.0,36.475473283
4063,0,21300,58209.0,84200.0,DebtCon,Other,18.0,0.0,0.0,212.9322977,0.0,22.0,33.033146414
904,0,9000,81248.0,92503.0,DebtCon,Other,0.0,0.0,0.0,121.1996495,2.0,10.0,37.390239889
4297,0,22400,40605.0,76986.0,DebtCon,ProfExe,9.0,0.0,0.0,276.27591395,0.0,19.0,39.730192796
2597,1,15000,62100.0,40000.0,DebtCon,ProfExe,1.0,0.0,0.0,111.6,2.0,13.0,
3418,0,18100,81916.0,104048.0,DebtCon,Other,0.0,0.0,0.0,154.4259959,0.0,18.0,33.678025773
2222,0,13700,90714.0,120292.0,DebtCon,Office,11.0,0.0,0.0,215.61201633,0.0,13.0,40.304301343
5761,1,44000,55604.0,101916.0,DebtCon,Other,3.0,0.0,1.0,194.23495289,2.0,37.0,43.338556593
138,1,4900,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,
1499,1,11100,68784.0,85464.0,,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.044251755
4581,0,23900,,151738.0,,,,,,,,,16.426394706
3587,0,18900,87081.0,115165.0,DebtCon,Other,13.0,0.0,0.0,120.46218617,1.0,8.0,34.400376562
1316,0,10500,41467.0,58329.0,DebtCon,Mgr,2.0,0.0,0.0,187.71348615,0.0,22.0,27.86112392
1141,1,10000,26197.0,46600.0,HomeImp,ProfExe,9.0,0.0,0.0,165.96666667,2.0,9.0,
2361,0,14300,43826.0,70517.0,DebtCon,Other,0.0,0.0,0.0,260.08494491,0.0,20.0,28.839933481
4557,1,23800,55753.0,87971.0,HomeImp,Other,1.0,0.0,0.0,56.667099395,0.0,13.0,64.775727757
2234,0,13700,32942.0,40143.0,HomeImp,Other,8.0,0.0,0.0,65.000742252,2.0,12.0,30.268368849
4268,0,22300,65022.0,104766.0,DebtCon,Office,8.0,,0.0,117.16181532,2.0,18.0,38.348663005
1313,0,10500,26000.0,39000.0,DebtCon,Other,9.0,,1.0,152.23333333,7.0,29.0,
5439,0,32200,16232.0,60238.0,DebtCon,Other,0.0,0.0,0.0,116.72974546,1.0,5.0,37.999081526
671,0,8000,76600.0,96000.0,DebtCon,Mgr,2.0,0.0,0.0,73.033333333,2.0,24.0,
175,1,5000,,37500.0,HomeImp,Other,,0.0,3.0,107.13333333,10.0,5.0,
601,0,7600,80900.0,99525.0,DebtCon,ProfExe,2.0,0.0,0.0,135.64019635,0.0,26.0,34.777089425
348,0,6200,60354.0,87596.0,HomeImp,ProfExe,5.0,0.0,0.0,210.17306467,2.0,23.0,34.054811237
1490,0,11100,79226.0,88112.0,DebtCon,ProfExe,10.0,0.0,1.0,179.64827359,1.0,12.0,40.670904725
5128,1,27500,97601.0,136546.0,DebtCon,Other,9.0,0.0,0.0,80.497147072,5.0,39.0,
5213,0,28200,109184.0,207035.0,DebtCon,Other,23.0,0.0,0.0,179.93775089,0.0,18.0,23.662456689
4508,0,23500,132737.0,285749.0,HomeImp,Mgr,4.0,0.0,0.0,213.39299486,0.0,14.0,31.236113807
132,0,4800,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,3.0,160.14631128,1.0,30.0,21.583760121
1225,0,10100,54873.0,73085.0,HomeImp,Other,5.0,0.0,1.0,252.25289259,1.0,16.0,38.727417297
4102,0,21400,70112.0,94849.0,DebtCon,Other,4.0,0.0,0.0,109.78032096,1.0,29.0,35.630504854
5397,1,31200,38352.0,80550.0,DebtCon,Mgr,21.0,1.0,0.0,116.4379076,0.0,14.0,35.38186329
2066,0,13000,40996.0,58938.0,DebtCon,Mgr,,,,,,,35.809612733
3572,0,18800,70102.0,99841.0,HomeImp,ProfExe,10.0,0.0,0.0,68.168572872,0.0,16.0,32.853794362
1942,0,12700,48139.0,64842.0,DebtCon,Other,0.0,1.0,0.0,192.47915219,2.0,13.0,26.54684008
2464,0,14700,90662.0,111778.0,DebtCon,ProfExe,1.0,1.0,1.0,148.42324633,0.0,33.0,31.770101546
5017,0,26600,78491.0,121598.0,DebtCon,Other,4.0,1.0,0.0,84.583010054,1.0,33.0,41.342343086
1867,0,12500,37562.0,57081.0,HomeImp,Other,22.0,0.0,1.0,129.48684395,0.0,23.0,39.083002442
2161,0,13500,88738.0,114815.0,DebtCon,Office,9.0,0.0,0.0,239.74372086,0.0,12.0,41.077117828
3845,0,20100,57192.0,82870.0,DebtCon,Other,5.0,,,91.701436768,0.0,7.0,36.635230799
666,0,8000,78720.0,86800.0,DebtCon,Other,0.1,4.0,0.0,,0.0,4.0,
41,1,3000,,33000.0,HomeImp,Other,1.0,0.0,1.0,23.3,1.0,2.0,
3254,0,17400,25859.0,43684.0,DebtCon,Mgr,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574
1081,0,9800,74962.0,108730.0,HomeImp,ProfExe,4.0,0.0,1.0,76.392416053,1.0,33.0,37.32134756
5705,0,41700,12375.0,71029.0,HomeImp,Office,,0.0,0.0,325.28419315,0.0,19.0,16.101434141
5319,0,30000,74975.0,118886.0,DebtCon,Mgr,12.0,0.0,0.0,85.045754904,0.0,34.0,26.349131932
5244,0,28500,49461.0,83352.0,DebtCon,Other,21.0,0.0,0.0,210.02505835,0.0,26.0,37.301764099
3065,0,16700,64862.0,107919.0,HomeImp,ProfExe,10.0,0.0,0.0,260.15854779,0.0,11.0,36.824339033
1624,0,11700,52650.0,63646.0,DebtCon,Other,0.0,1.0,0.0,194.76099992,1.0,13.0,27.610844064
5484,0,33200,119049.0,175867.0,DebtCon,ProfExe,17.0,0.0,0.0,112.46778525,0.0,16.0,28.51781662
5344,0,30200,20956.0,39333.0,DebtCon,Other,0.0,1.0,0.0,73.391797524,0.0,7.0,13.495367368
2586,1,15000,42006.0,,DebtCon,Other,10.0,0.0,1.0,75.333333333,0.0,33.0,
3953,0,20700,41000.0,65000.0,DebtCon,Other,26.0,0.0,0.0,305.26666667,3.0,32.0,
1151,0,10000,7718.0,77750.0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,
659,1,8000,33000.0,38500.0,HomeImp,Other,2.0,0.0,0.0,,0.0,0.0,
4610,1,24200,10286.0,,DebtCon,Other,24.5,0.0,1.0,216.13333333,4.0,32.0,
594,1,7500,50000.0,80000.0,HomeImp,Other,9.0,,5.0,299.56666667,2.0,18.0,
2758,1,15500,54653.0,73117.0,DebtCon,Other,13.0,,,,,,29.541850912
3444,1,18200,55406.0,78682.0,DebtCon,Other,,0.0,0.0,122.71770946,0.0,39.0,33.693831299
2425,0,14600,46057.0,63603.0,DebtCon,Other,,0.0,0.0,107.12103915,2.0,19.0,41.932036627
4763,1,25000,123184.0,200000.0,DebtCon,Other,12.0,0.0,1.0,160.3,1.0,32.0,
5215,0,28200,185607.0,227617.0,DebtCon,ProfExe,0.0,0.0,0.0,311.06275541,0.0,33.0,42.435284999
5579,0,36400,86853.0,131508.0,DebtCon,Mgr,30.0,0.0,0.0,349.69439938,0.0,19.0,40.107031361
4139,0,21600,41105.0,65411.0,DebtCon,Other,25.0,0.0,0.0,303.23405271,3.0,32.0,35.247327711
4365,0,22700,93542.0,99198.0,HomeImp,,6.0,,,,,,30.080343444
2380,0,14300,52608.0,76936.0,DebtCon,Other,0.0,0.0,0.0,217.27719188,0.0,9.0,34.095384038
3788,0,20000,81800.0,106600.0,DebtCon,Mgr,24.0,,1.0,313.76666667,1.0,43.0,
42,1,3000,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.03335846,0.0,27.0,
5027,0,26700,,120179.0,DebtCon,Mgr,8.0,0.0,0.0,162.12582,0.0,27.0,35.095519931
3915,0,20500,169689.0,198931.0,DebtCon,ProfExe,9.0,0.0,0.0,258.62004189,1.0,37.0,26.366126268
4704,0,24800,64537.0,93212.0,DebtCon,ProfExe,7.0,1.0,1.0,120.35142038,4.0,25.0,34.686088674
2870,0,15900,90017.0,114267.0,DebtCon,ProfExe,8.0,0.0,0.0,205.21832935,2.0,36.0,41.230512181
1349,1,10600,53200.0,71000.0,DebtCon,ProfExe,2.0,0.0,0.0,224.23333333,5.0,39.0,
4690,0,24700,44306.0,74197.0,DebtCon,Other,5.0,0.0,0.0,73.715250636,1.0,18.0,35.441570262
1312,0,10500,13694.0,87580.0,DebtCon,Other,8.0,0.0,0.0,258.55492784,0.0,14.0,20.260198049
1605,0,11600,35865.0,50000.0,DebtCon,Other,,0.0,0.0,78.133333333,0.0,15.0,
5909,0,65200,71151.0,143960.0,HomeImp,Office,10.0,0.0,0.0,128.78051428,0.0,12.0,43.191163412
4289,0,22400,135912.0,181863.0,HomeImp,Mgr,7.0,0.0,0.0,316.99290614,0.0,17.0,45.006818085
606,0,7700,56622.0,70136.0,DebtCon,Mgr,7.0,,4.0,120.7645092,1.0,11.0,38.132345766
128,1,4700,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,
3417,0,18000,107546.0,176314.0,DebtCon,Office,6.0,0.0,0.0,218.01938613,3.0,23.0,40.15214366
4570,0,23900,95060.0,134567.0,DebtCon,ProfExe,,0.0,0.0,194.25100609,0.0,20.0,27.157061267
2428,0,14600,4810.0,88000.0,HomeImp,Other,14.0,0.0,1.0,266.83333333,0.0,23.0,
3455,1,18200,95091.0,113294.0,DebtCon,ProfExe,15.0,0.0,3.0,188.50461695,0.0,36.0,78.654386048
2204,0,13600,90519.0,110885.0,DebtCon,Other,12.0,0.0,0.0,201.83559082,3.0,16.0,39.666054406
3512,0,18500,67290.0,95750.0,DebtCon,Other,,2.0,1.0,237.1,2.0,14.0,
2785,0,15700,80200.0,88545.0,DebtCon,Mgr,21.0,0.0,0.0,242.60038784,10.0,24.0,36.297033121
4207,0,21900,53458.0,77455.0,DebtCon,ProfExe,10.0,0.0,0.0,192.88774922,1.0,42.0,40.956310782
4051,1,21200,69212.0,106273.0,DebtCon,ProfExe,12.0,0.0,1.0,97.2311228,0.0,22.0,18.11489583
182,1,5000,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.133333333,0.0,13.0,
498,1,7000,18000.0,25000.0,DebtCon,Other,6.5,1.0,0.0,205.96666667,1.0,19.0,
4680,0,24600,,146804.0,,,,,,,,,17.263534849
2242,0,13700,88654.0,114011.0,HomeImp,Mgr,10.0,0.0,0.0,250.32958449,0.0,25.0,30.971730126
768,0,8400,62583.0,77481.0,DebtCon,Office,6.0,0.0,0.0,98.672705089,2.0,15.0,26.308380329
2619,0,15000,84832.0,107207.0,HomeImp,Other,19.0,0.0,0.0,124.45053234,4.0,23.0,28.558183481
3721,0,19700,33529.0,61209.0,DebtCon,Other,17.0,0.0,0.0,112.15874119,0.0,18.0,40.725296117
233,1,5400,59720.0,63450.0,HomeImp,ProfExe,5.0,0.0,1.0,199.9,1.0,20.0,
4647,0,24400,26366.0,54775.0,DebtCon,Other,13.0,0.0,0.0,101.63623493,2.0,24.0,29.095881268
2682,0,15300,22079.0,168281.0,HomeImp,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.771122696
2650,0,15200,44414.0,60098.0,DebtCon,,4.0,1.0,0.0,105.74964198,2.0,9.0,27.375269408
5254,0,28600,32136.0,51599.0,DebtCon,Other,35.0,0.0,0.0,284.08384845,0.0,23.0,39.547733785
3310,0,17600,64857.0,82449.0,DebtCon,Other,1.0,0.0,0.0,312.88247401,3.0,15.0,43.478862555
4249,0,22100,132417.0,170643.0,DebtCon,ProfExe,4.0,0.0,0.0,180.03687676,0.0,37.0,21.236090456
1159,0,10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,
5175,0,27800,181405.0,229116.0,DebtCon,ProfExe,0.0,0.0,0.0,297.99814427,0.0,32.0,43.520428182
5119,0,27400,41370.0,70528.0,DebtCon,Office,18.0,0.0,0.0,180.20434499,1.0,21.0,33.495088701
1986,0,12900,64245.0,83823.0,DebtCon,Office,13.0,0.0,0.0,246.8377195,3.0,36.0,40.560130328
3458,0,18200,39109.0,62371.0,HomeImp,Other,25.0,0.0,0.0,268.19826067,0.0,13.0,24.748181035
2328,1,14000,,,HomeImp,Other,17.0,0.0,7.0,184.61319091,0.0,12.0,18.194280421
4841,0,25400,149364.0,210724.0,HomeImp,Other,10.0,0.0,0.0,266.50672409,1.0,34.0,41.617983034
3371,0,17900,102054.0,143103.0,DebtCon,Office,5.0,,,125.85853903,2.0,16.0,32.847435051
1868,1,12500,69117.0,101503.0,HomeImp,ProfExe,13.0,0.0,7.0,145.95301782,0.0,36.0,36.759984664
3944,0,20600,138918.0,175989.0,DebtCon,ProfExe,5.0,,,189.95591947,4.0,42.0,40.862678366
1213,0,10100,87942.0,106000.0,DebtCon,Other,13.0,0.0,0.0,219.38527843,2.0,16.0,40.75164798
4802,0,25100,26211.0,42517.0,DebtCon,Other,28.0,0.0,0.0,313.33622787,,12.0,31.295069566
303,1,5900,106650.0,,DebtCon,Mgr,1.0,0.0,6.0,250.56666667,4.0,23.0,
2207,0,13600,7627.0,59173.0,HomeImp,Other,7.0,2.0,0.0,362.51225026,1.0,22.0,14.26712754
3220,0,17200,53849.0,102326.0,HomeImp,Other,1.0,0.0,3.0,57.166745124,1.0,9.0,39.991154244
1631,1,11700,69100.0,85000.0,DebtCon,Mgr,3.8,3.0,0.0,80.1,0.0,22.0,
1887,0,12500,77792.0,100812.0,DebtCon,ProfExe,10.0,2.0,0.0,182.9569956,1.0,29.0,27.385873237
5357,0,30500,77246.0,121758.0,DebtCon,Mgr,10.0,0.0,0.0,79.21417248,0.0,34.0,26.521740538
3237,0,17300,90768.0,116052.0,DebtCon,Other,13.0,0.0,0.0,120.24142622,2.0,9.0,35.81087795
2739,0,15500,59316.0,80837.0,DebtCon,Other,1.0,0.0,0.0,126.91272316,3.0,11.0,35.901463044
5952,0,88500,50240.0,94687.0,DebtCon,Other,16.0,0.0,0.0,214.42620557,0.0,16.0,34.751158347
4899,0,25700,85417.0,98179.0,HomeImp,,7.0,,,,,,30.829477167
652,0,8000,177683.0,251771.0,DebtCon,Sales,,0.0,0.0,138.51160087,0.0,22.0,39.735448824
747,1,8300,,47244.0,HomeImp,Other,6.0,,,,,,
1443,0,11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179
2523,1,15000,,,HomeImp,,1.0,1.0,0.0,108.53333333,0.0,22.0,
4444,0,23100,75837.0,183443.0,,Other,9.0,0.0,0.0,377.29103995,0.0,17.0,31.435316117
4529,0,23600,96452.0,125277.0,HomeImp,Mgr,11.0,0.0,0.0,127.35992199,1.0,23.0,30.985538961
420,0,6600,40926.0,50486.0,HomeImp,Office,10.0,,,179.80086812,,19.0,27.532376107
1793,0,12200,61929.0,83102.0,HomeImp,Office,14.0,0.0,0.0,238.52492741,1.0,32.0,44.449670971
4603,0,24100,184697.0,238729.0,DebtCon,ProfExe,2.0,0.0,0.0,317.69255678,0.0,26.0,37.782036284
338,0,6100,48300.0,53388.0,HomeImp,Office,9.0,,,178.48960216,,19.0,26.72002818
5306,0,29500,48590.0,81354.0,DebtCon,Office,0.0,0.0,0.0,157.02632626,3.0,18.0,40.170618286
239,0,5400,48152.0,55760.0,DebtCon,,6.0,,0.0,78.452125766,,16.0,35.763637997
683,0,8000,84282.0,121045.0,HomeImp,Office,28.0,0.0,0.0,330.17485564,1.0,37.0,35.362686394
5056,0,26900,54071.0,85557.0,DebtCon,Office,0.0,0.0,2.0,91.209976228,0.0,22.0,34.597191903
709,0,8200,10909.0,37286.0,DebtCon,Other,3.0,0.0,0.0,268.25460165,0.0,12.0,22.232952814
5012,0,26500,,122693.0,DebtCon,Mgr,9.0,0.0,0.0,153.94242808,0.0,27.0,32.200811209
2304,0,14000,92583.0,114379.0,DebtCon,Other,10.0,0.0,0.0,169.44834174,0.0,27.0,34.130768601
1083,0,9800,81199.0,206201.0,HomeImp,Self,12.0,0.0,0.0,2.8207855775,,7.0,21.28386768
4684,0,24700,149235.0,178454.0,DebtCon,ProfExe,5.0,0.0,0.0,324.13778352,0.0,34.0,38.709991448
3640,0,19100,105111.0,176829.0,DebtCon,Office,6.0,0.0,0.0,211.40033751,4.0,24.0,41.413123846
4072,0,21300,99613.0,147991.0,HomeImp,,,,,,,,38.497560593
3713,1,19600,94419.0,123705.0,DebtCon,Self,19.0,,2.0,92.739380404,0.0,22.0,84.379034083
4903,0,25800,,63456.0,DebtCon,Other,25.0,0.0,0.0,148.81628466,0.0,8.0,22.06576364
3309,0,17600,67285.0,90816.0,DebtCon,Other,1.0,1.0,2.0,104.59286688,2.0,25.0,35.592253541
2281,0,13900,,40881.0,HomeImp,Other,0.0,0.0,0.0,297.9070847,1.0,8.0,25.940710954
3582,0,18800,91731.0,125902.0,DebtCon,Office,24.0,0.0,0.0,276.7274249,2.0,16.0,32.294304005
2584,1,15000,89200.0,114750.0,DebtCon,ProfExe,11.0,0.0,0.0,114.6,0.0,27.0,
2144,0,13400,67941.0,84973.0,DebtCon,Office,6.0,1.0,3.0,179.97707017,3.0,30.0,37.428937524
5276,0,28900,225000.0,285000.0,DebtCon,ProfExe,15.0,0.0,1.0,258.73333333,2.0,26.0,
4368,0,22700,128020.0,164199.0,DebtCon,ProfExe,7.0,0.0,0.0,175.88480789,0.0,37.0,21.232357898
2611,0,15000,96983.0,140487.0,HomeImp,ProfExe,15.0,0.0,0.0,132.42191904,4.0,21.0,35.348485897
4998,0,26500,240782.0,267675.0,HomeImp,Self,6.0,0.0,0.0,229.30702576,1.0,50.0,37.740918996
3145,0,17000,6778.0,60065.0,DebtCon,Sales,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841
4012,0,21000,63405.0,86804.0,DebtCon,Office,5.0,,,156.87275074,,15.0,37.433784588
4807,0,25100,73398.0,115065.0,DebtCon,Other,5.0,0.0,0.0,88.606337474,2.0,31.0,42.050244454
1844,1,12300,64265.0,90956.0,DebtCon,Other,10.0,0.0,1.0,233.15612479,0.0,32.0,32.908823864
3230,0,17300,51185.0,65537.0,DebtCon,Other,6.0,0.0,1.0,129.83794119,3.0,49.0,29.311594064
1437,0,10900,45028.0,61014.0,DebtCon,Other,10.0,0.0,0.0,72.494660925,0.0,23.0,35.667645974
520,0,7200,57912.0,84806.0,HomeImp,Other,15.0,0.0,0.0,241.51424984,0.0,35.0,35.062675655
1969,0,12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0,139.53084276,0.0,24.0,37.531077087
5643,0,39300,27324.0,73924.0,DebtCon,ProfExe,6.0,0.0,0.0,190.34457453,1.0,18.0,25.053533525
368,1,6300,59793.0,98314.0,DebtCon,Self,2.2,0.0,0.0,120.73333333,0.0,8.0,
3521,0,18600,47199.0,70134.0,DebtCon,Other,8.0,0.0,0.0,86.558860141,3.0,15.0,43.507938545
2378,0,14300,80299.0,123339.0,,,,,,,,,35.311170918
1819,1,12300,48238.0,66603.0,HomeImp,Office,6.0,0.0,1.0,80.38898294,1.0,11.0,40.01910455
2842,0,15800,74575.0,95815.0,DebtCon,Other,7.0,2.0,0.0,69.581348102,0.0,21.0,24.108726876
1595,0,11500,59781.0,69864.0,DebtCon,Other,4.0,0.0,1.0,312.54739604,0.0,9.0,31.181801354
3821,0,20000,23140.0,47548.0,DebtCon,Other,1.0,,,322.00459581,,24.0,35.459509616
354,0,6200,70793.0,71552.0,HomeImp,Sales,3.0,2.0,0.0,162.94515692,0.0,23.0,40.315396587
4292,0,22400,52597.0,69312.0,DebtCon,Office,2.0,0.0,0.0,224.24133068,0.0,12.0,33.82410789
1685,0,11900,97506.0,110902.0,DebtCon,Other,17.0,0.0,1.0,196.56812795,2.0,15.0,37.99899138
3769,1,20000,145500.0,194000.0,HomeImp,Self,4.5,0.0,0.0,67.9,5.0,5.0,
3813,1,20000,11000.0,75000.0,DebtCon,Other,7.0,1.0,3.0,267.83333333,1.0,23.0,
